Time,Plant alarm,Water alarm,Moisture level,Ambient light
2023_06_01_19_04,0,0,0,65
2023_06_01_19_05,0,0,1,66
2023_06_01_19_06,0,0,0,65
2023_06_01_19_07,0,0,0,64
2023_06_01_19_08,0,0,1,65
2023_06_01_19_09,0,0,1,65
