Time,Plant alarm,Water alarm,Moisture level,Ambient light
2023_06_02_01_37,0,0,82,55
2023_06_02_01_38,0,0,82,55
2023_06_02_01_38,0,0,81,58
2023_06_02_01_39,0,0,81,58
2023_06_02_01_39,0,0,81,56
2023_06_02_01_40,0,0,81,58
2023_06_02_01_40,0,0,82,58
2023_06_02_01_41,0,0,82,59
2023_06_02_01_41,0,0,81,58
2023_06_02_01_42,0,0,81,59
2023_06_02_01_42,0,0,82,58
2023_06_02_01_43,0,0,82,58
2023_06_02_01_43,0,0,81,59
2023_06_02_01_44,0,0,81,59
2023_06_02_01_44,0,0,82,59
2023_06_02_01_45,0,0,82,59
2023_06_02_01_45,0,0,82,59
2023_06_02_01_46,0,0,81,60
2023_06_02_01_46,0,0,82,60
2023_06_02_01_47,0,0,81,60
2023_06_02_01_47,0,0,81,59
2023_06_02_01_48,0,0,82,58
2023_06_02_01_48,0,0,81,59
2023_06_02_01_49,0,0,82,60
2023_06_02_01_49,0,0,82,60
2023_06_02_01_50,0,0,81,60
2023_06_02_01_50,0,0,81,60
2023_06_02_01_51,0,0,81,60
2023_06_02_01_51,0,0,82,58
2023_06_02_01_52,0,0,81,58
2023_06_02_01_52,0,0,82,59
2023_06_02_01_53,0,0,82,58
2023_06_02_01_53,0,0,82,58
2023_06_02_01_54,0,0,82,59
2023_06_02_01_54,0,0,81,59
2023_06_02_01_55,0,0,81,61
2023_06_02_01_55,0,0,82,61
2023_06_02_01_56,0,0,82,59
2023_06_02_01_56,0,0,82,60
2023_06_02_01_57,0,0,82,58
2023_06_02_01_57,0,0,81,58
2023_06_02_01_58,0,0,82,59
2023_06_02_01_58,0,0,81,59
2023_06_02_01_59,0,0,81,58
2023_06_02_01_59,0,0,81,59
2023_06_02_02_00,0,0,82,59
2023_06_02_02_00,0,0,81,59
2023_06_02_02_01,0,0,82,59
2023_06_02_02_01,0,0,81,59
2023_06_02_02_02,0,0,81,59
2023_06_02_02_02,0,0,81,60
2023_06_02_02_03,0,0,82,60
2023_06_02_02_03,0,0,82,60
2023_06_02_02_04,0,0,81,60
2023_06_02_02_04,0,0,82,60
2023_06_02_02_05,0,0,81,61
2023_06_02_02_05,0,0,81,62
2023_06_02_02_06,0,0,82,62
2023_06_02_02_06,0,0,82,63
2023_06_02_02_07,0,0,82,63
2023_06_02_02_07,0,0,82,64
2023_06_02_02_08,0,0,82,65
2023_06_02_02_08,0,0,82,65
2023_06_02_02_09,0,0,82,65
2023_06_02_02_09,0,0,81,64
2023_06_02_02_10,0,0,82,64
2023_06_02_02_10,0,0,81,64
2023_06_02_02_11,0,0,81,64
2023_06_02_02_11,0,0,81,64
2023_06_02_02_12,0,0,81,64
2023_06_02_02_12,0,0,81,64
2023_06_02_02_13,0,0,82,64
2023_06_02_02_13,0,0,82,64
2023_06_02_02_14,0,0,82,63
2023_06_02_02_14,0,0,81,63
2023_06_02_02_15,0,0,82,63
2023_06_02_02_15,0,0,81,63
2023_06_02_02_16,0,0,82,63
2023_06_02_02_16,0,0,82,63
2023_06_02_02_17,0,0,81,62
2023_06_02_02_17,0,0,82,62
2023_06_02_02_18,0,0,82,63
2023_06_02_02_18,0,0,81,63
2023_06_02_02_19,0,0,82,62
2023_06_02_02_19,0,0,82,62
2023_06_02_02_20,0,0,81,62
2023_06_02_02_20,0,0,81,62
2023_06_02_02_21,0,0,82,62
2023_06_02_02_21,0,0,81,62
2023_06_02_02_22,0,0,82,62
2023_06_02_02_22,0,0,82,62
2023_06_02_02_23,0,0,82,62
2023_06_02_02_23,0,0,81,62
2023_06_02_02_24,0,0,81,62
2023_06_02_02_24,0,0,82,62
2023_06_02_02_25,0,0,81,62
2023_06_02_02_25,0,0,81,62
2023_06_02_02_26,0,0,81,62
2023_06_02_02_26,0,0,81,62
2023_06_02_02_27,0,0,81,62
2023_06_02_02_27,0,0,81,62
2023_06_02_02_28,0,0,81,62
2023_06_02_02_28,0,0,81,62
2023_06_02_02_29,0,0,82,62
2023_06_02_02_29,0,0,82,62
2023_06_02_02_30,0,0,82,62
2023_06_02_02_30,0,0,81,62
2023_06_02_02_31,0,0,81,62
2023_06_02_02_31,0,0,81,62
2023_06_02_02_32,0,0,82,62
2023_06_02_02_32,0,0,81,62
2023_06_02_02_33,0,0,82,62
2023_06_02_02_33,0,0,81,62
2023_06_02_02_34,0,0,82,62
2023_06_02_02_34,0,0,81,62
2023_06_02_02_35,0,0,81,62
2023_06_02_02_35,0,0,81,62
2023_06_02_02_36,0,0,81,62
2023_06_02_02_36,0,0,81,62
2023_06_02_02_37,0,0,82,62
2023_06_02_02_37,0,0,82,63
2023_06_02_02_38,0,0,81,62
2023_06_02_02_38,0,0,82,62
2023_06_02_02_39,0,0,81,62
2023_06_02_02_39,0,0,81,62
2023_06_02_02_40,0,0,82,62
2023_06_02_02_40,0,0,82,62
2023_06_02_02_41,0,0,82,62
2023_06_02_02_41,0,0,81,62
2023_06_02_02_42,0,0,82,62
2023_06_02_02_42,0,0,82,62
2023_06_02_02_43,0,0,82,63
2023_06_02_02_43,0,0,82,63
2023_06_02_02_44,0,0,82,63
2023_06_02_02_44,0,0,82,63
2023_06_02_02_45,0,0,81,63
2023_06_02_02_45,0,0,81,62
2023_06_02_02_46,0,0,81,62
2023_06_02_02_46,0,0,81,62
2023_06_02_02_47,0,0,82,63
2023_06_02_02_47,0,0,81,62
2023_06_02_02_48,0,0,82,62
2023_06_02_02_48,0,0,82,63
2023_06_02_02_49,0,0,81,63
2023_06_02_02_49,0,0,81,63
2023_06_02_02_50,0,0,81,63
2023_06_02_02_50,0,0,82,63
2023_06_02_02_51,0,0,82,63
2023_06_02_02_51,0,0,81,63
2023_06_02_02_52,0,0,82,62
2023_06_02_02_52,0,0,82,63
2023_06_02_02_53,0,0,81,63
2023_06_02_02_53,0,0,82,63
2023_06_02_02_54,0,0,82,63
2023_06_02_02_54,0,0,81,63
2023_06_02_02_55,0,0,82,63
2023_06_02_02_55,0,0,81,63
2023_06_02_02_56,0,0,82,63
2023_06_02_02_56,0,0,82,63
2023_06_02_02_57,0,0,82,62
2023_06_02_02_57,0,0,82,63
2023_06_02_02_58,0,0,81,63
2023_06_02_02_58,0,0,81,63
2023_06_02_02_59,0,0,81,63
2023_06_02_02_59,0,0,82,63
2023_06_02_03_00,0,0,81,63
2023_06_02_03_00,0,0,81,63
2023_06_02_03_01,0,0,82,63
2023_06_02_03_01,0,0,82,63
2023_06_02_03_02,0,0,81,63
2023_06_02_03_02,0,0,81,63
2023_06_02_03_03,0,0,82,63
2023_06_02_03_03,0,0,81,63
2023_06_02_03_04,0,0,82,63
2023_06_02_03_04,0,0,81,63
2023_06_02_03_05,0,0,81,63
2023_06_02_03_05,0,0,82,63
2023_06_02_03_06,0,0,82,63
2023_06_02_03_06,0,0,82,63
2023_06_02_03_07,0,0,82,63
2023_06_02_03_07,0,0,81,63
2023_06_02_03_08,0,0,82,63
2023_06_02_03_08,0,0,82,63
2023_06_02_03_09,0,0,81,63
2023_06_02_03_09,0,0,82,63
2023_06_02_03_10,0,0,82,63
2023_06_02_03_10,0,0,81,63
2023_06_02_03_11,0,0,82,63
2023_06_02_03_11,0,0,82,63
2023_06_02_03_12,0,0,82,63
2023_06_02_03_12,0,0,81,63
2023_06_02_03_13,0,0,82,63
2023_06_02_03_13,0,0,82,63
2023_06_02_03_14,0,0,82,63
2023_06_02_03_14,0,0,81,63
2023_06_02_03_15,0,0,82,63
2023_06_02_03_15,0,0,82,63
2023_06_02_03_16,0,0,81,63
2023_06_02_03_16,0,0,82,63
2023_06_02_03_17,0,0,82,64
2023_06_02_03_17,0,0,82,63
2023_06_02_03_18,0,0,82,63
2023_06_02_03_18,0,0,82,63
2023_06_02_03_19,0,0,82,64
2023_06_02_03_19,0,0,81,64
2023_06_02_03_20,0,0,82,63
2023_06_02_03_20,0,0,81,64
2023_06_02_03_21,0,0,81,64
2023_06_02_03_21,0,0,81,63
2023_06_02_03_22,0,0,81,63
2023_06_02_03_22,0,0,82,64
2023_06_02_03_23,0,0,81,63
2023_06_02_03_23,0,0,81,64
2023_06_02_03_24,0,0,82,63
2023_06_02_03_24,0,0,82,63
2023_06_02_03_25,0,0,82,64
2023_06_02_03_25,0,0,82,63
2023_06_02_03_26,0,0,82,63
2023_06_02_03_26,0,0,82,63
2023_06_02_03_27,0,0,81,63
2023_06_02_03_27,0,0,81,64
2023_06_02_03_28,0,0,82,64
2023_06_02_03_28,0,0,82,64
2023_06_02_03_29,0,0,82,64
2023_06_02_03_29,0,0,82,64
2023_06_02_03_30,0,0,82,63
2023_06_02_03_30,0,0,82,63
2023_06_02_03_31,0,0,81,63
2023_06_02_03_31,0,0,82,64
2023_06_02_03_32,0,0,81,64
2023_06_02_03_32,0,0,82,64
2023_06_02_03_33,0,0,81,63
2023_06_02_03_33,0,0,82,64
2023_06_02_03_34,0,0,82,63
2023_06_02_03_34,0,0,81,64
2023_06_02_03_35,0,0,82,64
2023_06_02_03_35,0,0,82,64
2023_06_02_03_36,0,0,81,64
2023_06_02_03_36,0,0,82,64
2023_06_02_03_37,0,0,81,64
2023_06_02_03_37,0,0,82,64
2023_06_02_03_38,0,0,82,64
2023_06_02_03_38,0,0,82,64
2023_06_02_03_39,0,0,81,64
2023_06_02_03_39,0,0,81,64
2023_06_02_03_40,0,0,82,64
2023_06_02_03_40,0,0,82,64
2023_06_02_03_41,0,0,82,64
2023_06_02_03_41,0,0,82,64
2023_06_02_03_42,0,0,81,54
2023_06_02_03_42,0,0,82,64
2023_06_02_03_43,0,0,82,64
2023_06_02_03_43,0,0,82,55
2023_06_02_03_44,0,0,82,49
2023_06_02_03_44,0,0,82,57
2023_06_02_03_45,0,0,82,56
2023_06_02_03_45,0,0,81,59
2023_06_02_03_46,0,0,82,63
2023_06_02_03_46,0,0,82,61
2023_06_02_03_47,0,0,82,61
2023_06_02_03_47,0,0,82,61
2023_06_02_03_48,0,0,82,62
2023_06_02_03_48,0,0,82,61
2023_06_02_03_49,0,0,82,61
2023_06_02_03_49,0,0,81,61
2023_06_02_03_50,0,0,81,61
2023_06_02_03_50,0,0,82,58
2023_06_02_03_51,0,0,82,59
2023_06_02_03_51,0,0,82,59
2023_06_02_03_52,0,0,82,59
2023_06_02_03_52,0,0,82,59
2023_06_02_03_53,0,0,82,59
2023_06_02_03_53,0,0,82,53
2023_06_02_03_54,0,0,82,53
2023_06_02_03_54,0,0,81,54
2023_06_02_03_55,0,0,81,49
2023_06_02_03_55,0,0,81,47
2023_06_02_03_56,0,0,82,52
2023_06_02_03_56,0,0,81,54
2023_06_02_03_57,0,0,81,54
2023_06_02_03_57,0,0,82,62
2023_06_02_03_58,0,0,82,61
2023_06_02_03_58,0,0,82,56
2023_06_02_03_59,0,0,82,57
2023_06_02_03_59,0,0,82,53
2023_06_02_04_00,0,0,82,54
2023_06_02_04_00,0,0,81,56
2023_06_02_04_01,0,0,81,57
2023_06_02_04_01,0,0,81,55
2023_06_02_04_02,0,0,82,55
2023_06_02_04_02,0,0,82,56
2023_06_02_04_03,0,0,82,56
2023_06_02_04_03,0,0,82,56
2023_06_02_04_04,0,0,81,57
2023_06_02_04_04,0,0,82,57
2023_06_02_04_05,0,0,82,57
2023_06_02_04_05,0,0,81,61
2023_06_02_04_06,0,0,82,61
2023_06_02_04_06,0,0,82,61
2023_06_02_04_07,0,0,82,55
2023_06_02_04_07,0,0,82,62
2023_06_02_04_08,0,0,82,62
2023_06_02_04_08,0,0,82,63
2023_06_02_04_09,0,0,82,62
2023_06_02_04_09,0,0,82,62
2023_06_02_04_10,0,0,82,57
2023_06_02_04_10,0,0,81,62
2023_06_02_04_11,0,0,82,63
2023_06_02_04_11,0,0,82,62
2023_06_02_04_12,0,0,82,59
2023_06_02_04_12,0,0,81,61
2023_06_02_04_13,0,0,82,53
2023_06_02_04_13,0,0,81,54
2023_06_02_04_14,0,0,81,47
2023_06_02_04_14,0,0,82,47
2023_06_02_04_15,0,0,82,57
2023_06_02_04_15,0,0,81,57
2023_06_02_04_16,0,0,81,61
2023_06_02_04_16,0,0,82,58
2023_06_02_04_17,0,0,81,56
2023_06_02_04_17,0,0,82,56
2023_06_02_04_18,0,0,82,62
2023_06_02_04_18,0,0,81,50
2023_06_02_04_19,0,0,82,38
2023_06_02_04_19,0,0,82,57
2023_06_02_04_20,0,0,82,57
2023_06_02_04_20,0,0,81,59
2023_06_02_04_21,0,0,82,63
2023_06_02_04_21,1,0,82,65
2023_06_02_04_22,0,0,0,64
2023_06_02_04_22,0,0,1,66
2023_06_02_04_23,0,0,0,66
2023_06_02_04_23,0,0,1,66
2023_06_02_04_24,0,0,0,57
2023_06_02_04_24,0,0,82,68
2023_06_02_04_25,0,0,83,68
2023_06_02_04_25,0,0,82,68
2023_06_02_04_26,0,0,82,68
2023_06_02_04_26,0,0,82,61
2023_06_02_04_27,0,0,82,48
2023_06_02_04_27,0,0,82,66
2023_06_02_04_28,0,0,82,66
2023_06_02_04_28,0,0,82,58
2023_06_02_04_29,0,0,82,65
2023_06_02_04_29,0,0,82,66
2023_06_02_04_30,0,0,82,57
2023_06_02_04_30,0,0,82,58
2023_06_02_04_31,0,0,82,46
2023_06_02_04_31,0,0,82,57
2023_06_02_04_32,0,0,82,57
2023_06_02_04_32,0,0,82,62
2023_06_02_04_33,0,0,82,63
2023_06_02_04_33,0,0,82,65
2023_06_02_04_34,0,0,82,60
2023_06_02_04_34,0,0,82,58
2023_06_02_04_35,0,0,82,56
2023_06_02_04_35,0,0,82,57
2023_06_02_04_36,0,0,82,60
2023_06_02_04_36,0,0,82,59
2023_06_02_04_37,0,0,82,66
2023_06_02_04_37,0,0,82,62
2023_06_02_04_38,0,0,82,67
2023_06_02_04_38,0,0,83,67
2023_06_02_04_39,0,0,82,67
2023_06_02_04_39,0,0,82,67
2023_06_02_04_40,0,0,82,59
2023_06_02_04_40,0,0,83,64
2023_06_02_04_41,0,0,82,65
2023_06_02_04_41,0,0,83,62
2023_06_02_04_42,0,0,82,67
2023_06_02_04_42,0,0,82,68
2023_06_02_04_43,0,0,83,61
2023_06_02_04_43,0,0,82,66
2023_06_02_04_44,0,0,82,69
2023_06_02_04_44,0,0,82,69
2023_06_02_04_45,0,0,82,69
2023_06_02_04_45,0,0,82,68
2023_06_02_04_46,0,0,82,65
2023_06_02_04_46,0,0,82,68
2023_06_02_04_47,0,0,82,69
2023_06_02_04_47,0,0,83,69
2023_06_02_04_48,0,0,82,69
2023_06_02_04_48,0,0,82,66
2023_06_02_04_49,0,0,82,66
2023_06_02_04_49,0,0,82,68
2023_06_02_04_50,0,0,82,68
2023_06_02_04_50,0,0,82,68
2023_06_02_04_51,0,0,82,67
2023_06_02_04_51,0,0,81,68
2023_06_02_04_52,0,0,82,68
2023_06_02_04_52,0,0,82,68
2023_06_02_04_53,0,0,82,68
2023_06_02_04_53,0,0,82,68
2023_06_02_04_54,0,0,82,68
2023_06_02_04_54,0,0,83,69
2023_06_02_04_55,0,0,82,68
2023_06_02_04_55,0,0,82,68
2023_06_02_04_56,0,0,82,68
2023_06_02_04_56,0,0,82,68
2023_06_02_04_57,0,0,82,68
2023_06_02_04_57,0,0,81,68
2023_06_02_04_58,0,0,82,68
2023_06_02_04_58,0,0,82,68
2023_06_02_04_59,0,0,82,64
2023_06_02_04_59,0,0,82,67
2023_06_02_05_00,0,0,82,68
2023_06_02_05_00,0,0,82,68
2023_06_02_05_01,0,0,82,68
2023_06_02_05_01,0,0,82,68
2023_06_02_05_02,0,0,82,64
2023_06_02_05_02,0,0,82,67
2023_06_02_05_03,0,0,82,69
2023_06_02_05_03,0,0,82,68
2023_06_02_05_04,0,0,82,68
2023_06_02_05_04,0,0,81,68
2023_06_02_05_05,0,0,81,68
2023_06_02_05_05,0,0,81,68
2023_06_02_05_06,0,0,80,68
2023_06_02_05_06,0,0,81,68
2023_06_02_05_07,0,0,80,68
2023_06_02_05_07,0,0,80,68
2023_06_02_05_08,0,0,80,68
2023_06_02_05_08,0,0,80,68
2023_06_02_05_09,0,0,80,68
2023_06_02_05_09,0,0,80,63
2023_06_02_05_10,0,0,80,66
2023_06_02_05_10,0,0,80,68
2023_06_02_05_11,0,0,80,68
2023_06_02_05_11,0,0,80,68
2023_06_02_05_12,0,0,80,68
2023_06_02_05_12,0,0,80,68
2023_06_02_05_13,0,0,80,68
2023_06_02_05_13,0,0,79,68
2023_06_02_05_14,0,0,79,68
2023_06_02_05_14,0,0,80,68
2023_06_02_05_15,0,0,79,67
2023_06_02_05_15,0,0,80,68
2023_06_02_05_16,0,0,79,68
2023_06_02_05_16,0,0,79,68
2023_06_02_05_17,0,0,80,67
2023_06_02_05_17,0,0,79,65
2023_06_02_05_18,0,0,80,64
2023_06_02_05_18,0,0,79,68
2023_06_02_05_19,0,0,79,68
2023_06_02_05_19,0,0,80,67
2023_06_02_05_20,0,0,79,67
2023_06_02_05_20,0,0,80,67
2023_06_02_05_21,0,0,79,68
2023_06_02_05_21,0,0,80,68
2023_06_02_05_22,0,0,79,67
2023_06_02_05_22,0,0,80,67
2023_06_02_05_23,0,0,80,67
2023_06_02_05_23,0,0,81,68
2023_06_02_05_24,0,0,81,67
2023_06_02_05_24,0,0,81,68
2023_06_02_05_25,0,0,81,64
2023_06_02_05_25,0,0,80,68
2023_06_02_05_26,0,0,81,63
2023_06_02_05_26,0,0,81,65
2023_06_02_05_27,0,0,81,66
2023_06_02_05_27,0,0,81,66
2023_06_02_05_28,0,0,81,67
2023_06_02_05_28,0,0,81,67
2023_06_02_05_29,0,0,81,67
2023_06_02_05_29,0,0,80,67
2023_06_02_05_30,0,0,81,67
2023_06_02_05_30,0,0,81,67
2023_06_02_05_31,0,0,81,67
2023_06_02_05_31,0,0,80,67
2023_06_02_05_32,0,0,80,67
2023_06_02_05_32,0,0,80,67
2023_06_02_05_33,0,0,81,67
2023_06_02_05_33,0,0,80,67
2023_06_02_05_34,0,0,80,67
2023_06_02_05_34,0,0,81,67
2023_06_02_05_35,0,0,80,67
2023_06_02_05_35,0,0,80,67
2023_06_02_05_36,0,0,79,65
2023_06_02_05_36,0,0,80,62
2023_06_02_05_37,0,0,80,67
2023_06_02_05_37,0,0,80,67
2023_06_02_05_38,0,0,80,67
2023_06_02_05_38,0,0,80,67
2023_06_02_05_39,0,0,79,67
2023_06_02_05_39,0,0,80,67
2023_06_02_05_40,0,0,81,66
2023_06_02_05_40,0,0,81,67
2023_06_02_05_41,0,0,80,66
2023_06_02_05_41,0,0,81,67
2023_06_02_05_42,0,0,81,67
2023_06_02_05_42,0,0,80,67
2023_06_02_05_43,0,0,80,67
2023_06_02_05_43,0,0,80,67
2023_06_02_05_44,0,0,81,66
2023_06_02_05_44,0,0,81,66
2023_06_02_05_45,0,0,81,67
2023_06_02_05_45,0,0,80,66
2023_06_02_05_46,0,0,0,34
2023_06_02_05_46,0,0,81,37
2023_06_02_05_47,0,0,81,64
2023_06_02_05_47,0,0,81,66
2023_06_02_05_48,0,0,80,66
2023_06_02_05_48,0,0,81,66
2023_06_02_05_49,0,0,81,66
2023_06_02_05_49,0,0,81,66
2023_06_02_05_50,0,0,81,66
2023_06_02_05_50,0,0,81,66
2023_06_02_05_51,0,0,81,66
2023_06_02_05_51,0,0,81,58
2023_06_02_05_52,0,0,81,53
2023_06_02_05_52,0,1,81,65
2023_06_02_05_53,0,0,81,65
2023_06_02_05_53,0,0,80,65
2023_06_02_05_54,0,0,81,66
2023_06_02_05_54,0,0,81,65
2023_06_02_05_55,0,0,81,65
2023_06_02_05_55,0,0,81,65
2023_06_02_05_56,0,0,81,66
2023_06_02_05_56,0,0,81,54
2023_06_02_05_57,0,0,81,55
2023_06_02_05_57,0,0,81,66
2023_06_02_05_58,0,0,81,64
2023_06_02_05_58,0,0,81,47
2023_06_02_05_59,0,0,81,64
2023_06_02_05_59,0,0,81,65
2023_06_02_06_00,0,0,81,64
2023_06_02_06_00,0,0,81,65
2023_06_02_06_01,0,0,81,64
2023_06_02_06_01,0,0,81,62
2023_06_02_06_02,0,0,81,64
2023_06_02_06_02,0,0,80,65
2023_06_02_06_03,0,0,81,64
2023_06_02_06_03,0,0,81,63
2023_06_02_06_04,0,0,81,64
2023_06_02_06_04,0,0,81,65
2023_06_02_06_05,0,0,81,64
2023_06_02_06_05,0,0,81,63
2023_06_02_06_06,0,0,81,64
2023_06_02_06_06,0,0,81,60
2023_06_02_06_07,0,0,81,60
2023_06_02_06_07,0,0,82,59
2023_06_02_06_08,0,0,81,63
2023_06_02_06_08,0,0,80,64
2023_06_02_06_09,0,0,81,64
2023_06_02_06_09,0,0,81,60
2023_06_02_06_10,0,0,81,60
2023_06_02_06_10,0,0,80,60
2023_06_02_06_11,0,0,81,56
2023_06_02_06_11,0,0,81,64
2023_06_02_06_12,0,0,81,60
2023_06_02_06_12,0,0,81,60
2023_06_02_06_13,0,0,81,60
2023_06_02_06_13,0,0,81,59
2023_06_02_06_14,0,0,81,64
2023_06_02_06_14,0,0,81,60
2023_06_02_06_15,0,0,81,60
2023_06_02_06_15,0,0,81,60
2023_06_02_06_16,0,0,81,60
2023_06_02_06_16,0,0,81,60
2023_06_02_06_17,0,0,81,64
2023_06_02_06_17,0,0,81,60
2023_06_02_06_18,0,0,81,62
2023_06_02_06_18,0,0,81,64
2023_06_02_06_19,0,0,81,44
2023_06_02_06_19,0,0,81,65
2023_06_02_06_20,0,0,81,62
2023_06_02_06_20,0,0,81,66
2023_06_02_06_21,0,0,81,65
2023_06_02_06_21,0,0,81,66
2023_06_02_06_22,0,0,81,66
2023_06_02_06_22,0,0,80,66
2023_06_02_06_23,0,0,81,66
2023_06_02_06_23,0,0,81,66
2023_06_02_06_24,0,0,81,66
2023_06_02_06_24,0,0,81,66
2023_06_02_06_25,0,0,82,65
2023_06_02_06_25,0,0,81,66
2023_06_02_06_26,0,0,81,66
2023_06_02_06_26,0,0,81,65
2023_06_02_06_27,0,0,81,66
2023_06_02_06_27,0,0,81,66
2023_06_02_06_28,0,0,81,66
2023_06_02_06_28,0,0,81,66
2023_06_02_06_29,0,0,82,66
2023_06_02_06_29,0,0,81,66
2023_06_02_06_30,0,0,81,65
2023_06_02_06_30,0,0,81,65
2023_06_02_06_31,0,0,81,66
2023_06_02_06_31,0,0,82,66
2023_06_02_06_32,0,0,81,66
2023_06_02_06_32,0,0,81,65
2023_06_02_06_33,0,0,81,66
2023_06_02_06_33,0,0,81,66
2023_06_02_06_34,0,0,81,66
2023_06_02_06_34,0,0,81,65
2023_06_02_06_35,0,0,81,66
2023_06_02_06_35,0,0,81,66
2023_06_02_06_36,0,0,81,66
2023_06_02_06_36,0,0,81,62
2023_06_02_06_37,0,0,81,64
2023_06_02_06_37,0,0,81,59
2023_06_02_06_38,0,0,82,65
2023_06_02_06_38,0,0,81,66
2023_06_02_06_39,0,0,81,65
2023_06_02_06_39,0,0,81,66
2023_06_02_06_40,0,0,82,65
2023_06_02_06_40,0,0,81,66
2023_06_02_06_41,0,0,81,65
2023_06_02_06_41,0,0,81,66
2023_06_02_06_42,0,0,81,66
2023_06_02_06_42,0,0,81,62
2023_06_02_06_43,0,0,81,66
2023_06_02_06_43,0,0,81,66
2023_06_02_06_44,0,0,81,65
2023_06_02_06_44,0,0,81,66
2023_06_02_06_45,0,0,81,66
2023_06_02_06_45,0,0,82,66
2023_06_02_06_46,0,0,81,66
2023_06_02_06_46,0,0,81,65
2023_06_02_06_47,0,0,82,65
2023_06_02_06_47,0,0,81,65
2023_06_02_06_48,0,0,81,66
2023_06_02_06_48,0,0,81,65
2023_06_02_06_49,0,0,82,65
2023_06_02_06_49,0,0,81,65
2023_06_02_06_50,0,0,81,66
2023_06_02_06_50,0,0,82,65
2023_06_02_06_51,0,0,81,65
2023_06_02_06_51,0,0,81,65
2023_06_02_06_52,0,0,81,65
2023_06_02_06_52,0,0,81,66
2023_06_02_06_53,0,0,81,66
2023_06_02_06_53,0,0,81,66
2023_06_02_06_54,0,0,81,66
2023_06_02_06_54,0,0,82,65
2023_06_02_06_55,0,0,81,66
2023_06_02_06_55,0,0,81,66
2023_06_02_06_56,0,0,81,66
2023_06_02_06_56,0,0,81,65
2023_06_02_06_57,0,0,81,64
2023_06_02_06_57,0,0,81,65
2023_06_02_06_58,0,0,81,66
2023_06_02_06_58,0,0,82,66
2023_06_02_06_59,0,0,81,66
2023_06_02_06_59,0,0,82,65
2023_06_02_07_00,0,0,82,66
2023_06_02_07_00,0,0,81,66
2023_06_02_07_01,0,0,82,66
2023_06_02_07_01,0,0,81,66
2023_06_02_07_02,0,0,81,66
2023_06_02_07_02,0,0,81,66
2023_06_02_07_03,0,0,81,66
2023_06_02_07_03,0,0,82,60
2023_06_02_07_04,0,0,81,66
2023_06_02_07_04,0,0,82,66
2023_06_02_07_05,0,0,82,66
2023_06_02_07_05,0,0,82,66
2023_06_02_07_06,0,0,81,66
2023_06_02_07_06,0,0,82,66
2023_06_02_07_07,0,0,82,66
2023_06_02_07_07,0,0,81,65
2023_06_02_07_08,0,0,81,65
2023_06_02_07_08,0,0,81,65
2023_06_02_07_09,0,0,81,64
2023_06_02_07_09,0,0,82,65
2023_06_02_07_10,0,0,81,65
2023_06_02_07_10,0,0,82,64
2023_06_02_07_11,0,0,81,45
2023_06_02_07_11,0,0,81,65
2023_06_02_07_12,0,0,81,64
2023_06_02_07_12,0,0,82,66
2023_06_02_07_13,0,0,81,67
2023_06_02_07_13,0,0,82,63
2023_06_02_07_14,0,0,82,66
2023_06_02_07_14,0,0,81,55
2023_06_02_07_15,0,0,81,63
2023_06_02_07_15,0,0,82,57
2023_06_02_07_16,0,0,82,64
2023_06_02_07_16,0,0,81,64
2023_06_02_07_17,0,0,82,64
2023_06_02_07_17,0,0,81,64
2023_06_02_07_18,0,0,81,64
2023_06_02_07_18,0,0,82,64
2023_06_02_07_19,0,0,82,65
2023_06_02_07_19,0,0,81,49
2023_06_02_07_20,0,0,81,64
2023_06_02_07_20,0,0,81,66
2023_06_02_07_21,0,0,82,65
2023_06_02_07_21,0,0,82,65
2023_06_02_07_22,0,0,81,65
2023_06_02_07_22,0,0,81,65
2023_06_02_07_23,0,0,81,65
2023_06_02_07_23,0,0,81,65
2023_06_02_07_24,0,0,81,65
2023_06_02_07_24,0,0,82,66
2023_06_02_07_25,0,0,81,66
2023_06_02_07_25,0,0,81,66
2023_06_02_07_26,0,0,81,66
2023_06_02_07_26,0,0,82,66
2023_06_02_07_27,0,0,81,66
2023_06_02_07_27,0,0,82,65
2023_06_02_07_28,0,0,81,65
2023_06_02_07_28,0,0,81,65
2023_06_02_07_29,0,0,81,65
2023_06_02_07_29,0,0,82,65
2023_06_02_07_30,0,0,81,66
2023_06_02_07_30,0,0,82,65
2023_06_02_07_31,0,0,81,65
2023_06_02_07_31,0,0,81,66
2023_06_02_07_32,0,0,81,66
2023_06_02_07_32,0,0,82,65
2023_06_02_07_33,0,0,81,66
2023_06_02_07_33,0,0,82,65
2023_06_02_07_34,0,0,81,66
2023_06_02_07_34,0,0,81,65
2023_06_02_07_35,0,0,81,66
2023_06_02_07_35,0,0,81,66
2023_06_02_07_36,0,0,81,66
2023_06_02_07_36,0,0,81,66
2023_06_02_07_37,0,0,82,65
2023_06_02_07_37,0,0,81,66
2023_06_02_07_38,0,0,82,65
2023_06_02_07_38,0,0,82,66
2023_06_02_07_39,0,0,81,65
2023_06_02_07_39,0,0,82,66
2023_06_02_07_40,0,0,81,66
2023_06_02_07_40,0,0,81,66
2023_06_02_07_41,0,0,82,65
2023_06_02_07_41,0,0,82,65
2023_06_02_07_42,0,0,82,66
2023_06_02_07_42,0,0,82,65
2023_06_02_07_43,0,0,82,66
2023_06_02_07_43,0,0,82,65
2023_06_02_07_44,0,0,82,66
2023_06_02_07_44,0,0,82,66
