Time,Plant alarm,Water alarm,Moisture level,Ambient light
2023_06_02_07_45,0,0,81,65
2023_06_02_07_45,0,0,81,66
2023_06_02_07_46,0,0,81,64
2023_06_02_07_46,0,0,82,66
2023_06_02_07_47,0,0,81,66
2023_06_02_07_47,0,0,81,66
2023_06_02_07_48,0,0,81,67
2023_06_02_07_48,0,0,82,67
2023_06_02_07_49,0,0,82,66
2023_06_02_07_49,0,0,82,67
2023_06_02_07_50,0,0,81,67
2023_06_02_07_50,0,0,82,66
2023_06_02_07_51,0,0,82,67
2023_06_02_07_51,0,0,81,67
2023_06_02_07_52,0,0,82,66
2023_06_02_07_52,0,0,81,64
2023_06_02_07_53,0,0,81,67
2023_06_02_07_53,0,0,81,67
2023_06_02_07_54,0,0,81,66
2023_06_02_07_54,0,0,81,67
2023_06_02_07_55,0,0,82,67
2023_06_02_07_55,0,0,81,67
2023_06_02_07_56,0,0,81,67
2023_06_02_07_56,0,0,81,67
2023_06_02_07_57,0,0,81,67
2023_06_02_07_57,0,0,82,67
2023_06_02_07_58,0,0,81,67
2023_06_02_07_58,0,0,82,67
2023_06_02_07_59,0,0,81,67
2023_06_02_07_59,0,0,81,67
2023_06_02_08_00,0,0,81,67
2023_06_02_08_00,0,0,81,67
2023_06_02_08_01,0,0,81,67
2023_06_02_08_01,0,0,81,67
2023_06_02_08_02,0,0,82,67
2023_06_02_08_02,0,0,81,67
2023_06_02_08_03,0,0,81,67
2023_06_02_08_03,0,0,81,67
2023_06_02_08_04,0,0,82,67
2023_06_02_08_04,0,0,81,67
2023_06_02_08_05,0,0,82,67
2023_06_02_08_05,0,0,81,67
2023_06_02_08_06,0,0,81,67
2023_06_02_08_06,0,0,81,67
2023_06_02_08_07,0,0,82,67
2023_06_02_08_07,0,0,81,67
2023_06_02_08_08,0,0,81,67
2023_06_02_08_08,0,0,81,67
2023_06_02_08_09,0,0,82,67
2023_06_02_08_09,0,0,81,67
2023_06_02_08_10,0,0,82,67
2023_06_02_08_10,0,0,81,67
2023_06_02_08_11,0,0,82,67
2023_06_02_08_11,0,0,81,67
2023_06_02_08_12,0,0,81,67
2023_06_02_08_12,0,0,81,67
2023_06_02_08_13,0,0,81,67
2023_06_02_08_13,0,0,81,66
2023_06_02_08_14,0,0,82,59
2023_06_02_08_14,0,0,82,67
2023_06_02_08_15,0,0,81,66
2023_06_02_08_15,0,0,82,67
2023_06_02_08_16,0,0,81,67
2023_06_02_08_16,0,0,81,65
2023_06_02_08_17,0,0,81,65
2023_06_02_08_17,0,0,82,65
2023_06_02_08_18,0,0,82,65
2023_06_02_08_18,0,0,82,59
2023_06_02_08_19,0,0,81,61
2023_06_02_08_19,0,0,82,61
2023_06_02_08_20,0,0,82,61
2023_06_02_08_20,0,0,82,61
2023_06_02_08_21,0,0,81,59
2023_06_02_08_21,0,0,81,67
2023_06_02_08_22,0,0,81,46
2023_06_02_08_22,0,0,81,54
2023_06_02_08_23,0,0,81,64
2023_06_02_08_23,0,0,82,67
2023_06_02_08_24,0,0,82,67
2023_06_02_08_24,0,0,81,68
2023_06_02_08_25,0,0,82,67
2023_06_02_08_25,0,0,81,68
2023_06_02_08_26,0,0,82,67
2023_06_02_08_26,0,0,81,68
2023_06_02_08_27,0,0,81,68
2023_06_02_08_27,0,0,81,68
2023_06_02_08_28,0,0,82,67
2023_06_02_08_28,0,0,81,68
2023_06_02_08_29,0,0,82,68
2023_06_02_08_29,0,0,82,68
2023_06_02_08_30,0,0,82,68
2023_06_02_08_30,0,0,81,68
2023_06_02_08_31,0,0,82,68
2023_06_02_08_31,0,0,81,68
2023_06_02_08_32,0,0,81,68
2023_06_02_08_32,0,0,81,68
2023_06_02_08_33,0,0,82,68
2023_06_02_08_33,0,0,82,68
2023_06_02_08_34,0,0,81,68
2023_06_02_08_34,0,0,82,68
2023_06_02_08_35,0,0,82,68
2023_06_02_08_35,0,0,82,68
2023_06_02_08_36,0,0,81,69
2023_06_02_08_36,0,0,82,68
2023_06_02_08_37,0,0,82,68
2023_06_02_08_37,0,0,81,68
2023_06_02_08_38,0,0,81,68
2023_06_02_08_38,0,0,81,69
2023_06_02_08_39,0,0,81,68
2023_06_02_08_39,0,0,81,69
2023_06_02_08_40,0,0,82,68
2023_06_02_08_40,0,0,82,69
2023_06_02_08_41,0,0,82,68
2023_06_02_08_41,0,0,82,68
2023_06_02_08_42,0,0,82,69
2023_06_02_08_42,0,0,81,69
2023_06_02_08_43,0,0,82,69
2023_06_02_08_43,0,0,81,69
2023_06_02_08_44,0,0,81,69
2023_06_02_08_44,0,0,82,69
2023_06_02_08_45,0,0,81,69
2023_06_02_08_45,0,0,82,69
2023_06_02_08_46,0,0,82,69
2023_06_02_08_46,0,0,81,69
2023_06_02_08_47,0,0,81,69
2023_06_02_08_47,0,0,82,69
2023_06_02_08_48,0,0,81,69
2023_06_02_08_48,0,0,82,69
2023_06_02_08_49,0,0,82,69
2023_06_02_08_49,0,0,82,70
2023_06_02_08_50,0,0,81,69
2023_06_02_08_50,0,0,82,69
2023_06_02_08_51,0,0,81,69
2023_06_02_08_51,0,0,81,70
2023_06_02_08_52,0,0,81,69
2023_06_02_08_52,0,0,82,69
2023_06_02_08_53,0,0,82,69
2023_06_02_08_53,0,0,82,69
2023_06_02_08_54,0,0,82,70
2023_06_02_08_54,0,0,81,70
2023_06_02_08_55,0,0,82,69
2023_06_02_08_55,0,0,82,70
2023_06_02_08_56,0,0,81,70
2023_06_02_08_56,0,0,81,70
2023_06_02_08_57,0,0,81,70
2023_06_02_08_57,0,0,82,70
2023_06_02_08_58,0,0,82,70
2023_06_02_08_58,0,0,81,70
2023_06_02_08_59,0,0,81,70
2023_06_02_08_59,0,0,82,70
2023_06_02_09_00,0,0,81,70
2023_06_02_09_00,0,0,81,70
2023_06_02_09_01,0,0,82,70
2023_06_02_09_01,0,0,81,71
2023_06_02_09_02,0,0,81,70
2023_06_02_09_02,0,0,81,71
2023_06_02_09_03,0,0,81,71
2023_06_02_09_03,0,0,81,71
2023_06_02_09_04,0,0,82,70
2023_06_02_09_04,0,0,82,71
2023_06_02_09_05,0,0,81,71
2023_06_02_09_05,0,0,81,71
2023_06_02_09_06,0,0,81,71
2023_06_02_09_06,0,0,82,71
2023_06_02_09_07,0,0,82,71
2023_06_02_09_07,0,0,82,71
2023_06_02_09_08,0,0,81,71
2023_06_02_09_08,0,0,82,71
2023_06_02_09_09,0,0,81,72
2023_06_02_09_09,0,0,82,72
2023_06_02_09_10,0,0,81,72
2023_06_02_09_10,0,0,81,71
2023_06_02_09_11,0,0,81,72
2023_06_02_09_11,0,0,81,72
2023_06_02_09_12,0,0,82,71
2023_06_02_09_12,0,0,81,72
2023_06_02_09_13,0,0,81,72
2023_06_02_09_13,0,0,82,72
2023_06_02_09_14,0,0,82,72
2023_06_02_09_14,0,0,81,72
2023_06_02_09_15,0,0,81,72
2023_06_02_09_15,0,0,81,72
2023_06_02_09_16,0,0,82,72
2023_06_02_09_16,0,0,82,72
2023_06_02_09_17,0,0,81,72
2023_06_02_09_17,0,0,82,73
2023_06_02_09_18,0,0,82,72
2023_06_02_09_18,0,0,81,72
2023_06_02_09_19,0,0,81,73
2023_06_02_09_19,0,0,81,73
2023_06_02_09_20,0,0,81,73
2023_06_02_09_20,0,0,82,64
2023_06_02_09_21,0,0,82,73
2023_06_02_09_21,0,0,81,73
2023_06_02_09_22,0,0,81,73
2023_06_02_09_22,0,0,82,73
2023_06_02_09_23,0,0,81,73
2023_06_02_09_23,0,0,82,73
2023_06_02_09_24,0,0,82,73
2023_06_02_09_24,0,0,82,73
2023_06_02_09_25,0,0,81,74
2023_06_02_09_25,0,0,81,74
2023_06_02_09_26,0,0,82,73
2023_06_02_09_26,0,0,83,74
2023_06_02_09_27,0,0,81,74
2023_06_02_09_27,0,0,81,74
2023_06_02_09_28,0,0,81,74
2023_06_02_09_28,0,0,81,74
2023_06_02_09_29,0,0,82,74
2023_06_02_09_29,0,0,82,74
2023_06_02_09_30,0,0,82,74
2023_06_02_09_30,0,0,82,75
2023_06_02_09_31,0,0,81,75
2023_06_02_09_31,0,0,82,74
2023_06_02_09_32,0,0,82,75
2023_06_02_09_32,0,0,82,74
2023_06_02_09_33,0,0,81,74
2023_06_02_09_33,0,0,81,75
2023_06_02_09_34,0,0,82,75
2023_06_02_09_34,0,0,82,75
2023_06_02_09_35,0,0,81,75
2023_06_02_09_35,0,0,81,75
2023_06_02_09_36,0,0,82,75
2023_06_02_09_36,0,0,82,75
2023_06_02_09_37,0,0,82,75
2023_06_02_09_37,0,0,81,76
2023_06_02_09_38,0,0,82,76
2023_06_02_09_38,0,0,82,75
2023_06_02_09_39,0,0,82,75
2023_06_02_09_39,0,0,82,76
2023_06_02_09_40,0,0,81,76
2023_06_02_09_40,0,0,82,76
2023_06_02_09_41,0,0,81,76
2023_06_02_09_41,0,0,82,76
2023_06_02_09_42,0,0,82,76
2023_06_02_09_42,0,0,82,76
2023_06_02_09_43,0,0,81,76
2023_06_02_09_43,0,0,81,76
2023_06_02_09_44,0,0,82,76
2023_06_02_09_44,0,0,82,76
2023_06_02_09_45,0,0,82,76
2023_06_02_09_45,0,0,82,77
2023_06_02_09_46,0,0,81,76
2023_06_02_09_46,0,0,82,76
2023_06_02_09_47,0,0,81,77
2023_06_02_09_47,0,0,81,77
2023_06_02_09_48,0,0,82,77
2023_06_02_09_48,0,0,82,77
2023_06_02_09_49,0,0,81,77
2023_06_02_09_49,0,0,81,77
2023_06_02_09_50,0,0,82,77
2023_06_02_09_50,0,0,81,77
2023_06_02_09_51,0,0,81,77
2023_06_02_09_51,0,0,82,76
2023_06_02_09_52,0,0,81,77
2023_06_02_09_52,0,0,82,78
2023_06_02_09_53,0,0,81,77
2023_06_02_09_53,0,0,81,78
2023_06_02_09_54,0,0,81,78
2023_06_02_09_54,0,0,81,76
2023_06_02_09_55,0,0,82,77
2023_06_02_09_55,0,0,81,78
2023_06_02_09_56,0,0,81,78
2023_06_02_09_56,0,0,81,78
2023_06_02_09_57,0,0,82,78
2023_06_02_09_57,0,0,82,78
2023_06_02_09_58,0,0,81,79
2023_06_02_09_58,0,0,82,78
2023_06_02_09_59,0,0,81,78
2023_06_02_09_59,0,0,82,79
2023_06_02_10_00,0,0,81,79
2023_06_02_10_00,0,0,82,79
2023_06_02_10_01,0,0,81,79
2023_06_02_10_01,0,0,82,79
2023_06_02_10_02,0,0,81,79
2023_06_02_10_02,0,0,82,79
2023_06_02_10_03,0,0,82,79
2023_06_02_10_03,0,0,82,79
2023_06_02_10_04,0,0,82,79
2023_06_02_10_04,0,0,82,80
2023_06_02_10_05,0,0,81,79
2023_06_02_10_05,0,0,82,79
2023_06_02_10_06,0,0,82,79
2023_06_02_10_06,0,0,81,80
2023_06_02_10_07,0,0,82,79
2023_06_02_10_07,0,0,82,80
2023_06_02_10_08,0,0,82,79
2023_06_02_10_08,0,0,82,79
2023_06_02_10_09,0,0,81,80
2023_06_02_10_09,0,0,81,80
2023_06_02_10_10,0,0,81,80
2023_06_02_10_10,0,0,82,80
2023_06_02_10_11,0,0,81,80
2023_06_02_10_11,0,0,82,80
2023_06_02_10_12,0,0,82,80
2023_06_02_10_12,0,0,82,80
2023_06_02_10_13,0,0,82,80
2023_06_02_10_13,0,0,82,81
2023_06_02_10_14,0,0,81,80
2023_06_02_10_14,0,0,81,81
2023_06_02_10_15,0,0,82,80
2023_06_02_10_15,0,0,82,81
2023_06_02_10_16,0,0,82,81
2023_06_02_10_16,0,0,82,80
2023_06_02_10_17,0,0,82,81
2023_06_02_10_17,0,0,81,81
2023_06_02_10_18,0,0,81,81
2023_06_02_10_18,0,0,81,81
2023_06_02_10_19,0,0,81,81
2023_06_02_10_19,0,0,82,81
2023_06_02_10_20,0,0,82,81
2023_06_02_10_20,0,0,81,81
2023_06_02_10_21,0,0,82,81
2023_06_02_10_21,0,0,81,81
2023_06_02_10_22,0,0,81,81
2023_06_02_10_22,0,0,81,82
2023_06_02_10_23,0,0,81,81
2023_06_02_10_23,0,0,82,82
2023_06_02_10_24,0,0,81,81
2023_06_02_10_24,0,0,81,81
2023_06_02_10_25,0,0,82,82
2023_06_02_10_25,0,0,82,82
2023_06_02_10_26,0,0,82,82
2023_06_02_10_26,0,0,82,82
2023_06_02_10_27,0,0,81,82
2023_06_02_10_27,0,0,82,82
2023_06_02_10_28,0,0,82,82
2023_06_02_10_28,0,0,81,82
2023_06_02_10_29,0,0,81,82
2023_06_02_10_29,0,0,82,82
2023_06_02_10_30,0,0,81,82
2023_06_02_10_30,0,0,81,82
2023_06_02_10_31,0,0,82,82
2023_06_02_10_31,0,0,82,83
2023_06_02_10_32,0,0,82,82
2023_06_02_10_32,0,0,81,83
2023_06_02_10_33,0,0,82,82
2023_06_02_10_33,0,0,81,82
2023_06_02_10_34,0,0,82,82
2023_06_02_10_34,0,0,82,82
2023_06_02_10_35,0,0,82,83
2023_06_02_10_35,0,0,82,82
2023_06_02_10_36,0,0,82,82
2023_06_02_10_36,0,0,82,83
2023_06_02_10_37,0,0,82,83
2023_06_02_10_37,0,0,82,82
2023_06_02_10_38,0,0,82,83
2023_06_02_10_38,0,0,82,82
2023_06_02_10_39,0,0,81,83
2023_06_02_10_39,0,0,81,83
2023_06_02_10_40,0,0,82,83
2023_06_02_10_40,0,0,82,83
2023_06_02_10_41,0,0,82,83
2023_06_02_10_41,0,0,81,83
2023_06_02_10_42,0,0,81,83
2023_06_02_10_42,0,0,82,83
2023_06_02_10_43,0,0,82,83
2023_06_02_10_43,0,0,82,83
2023_06_02_10_44,0,0,81,84
2023_06_02_10_44,0,0,81,83
2023_06_02_10_45,0,0,81,83
2023_06_02_10_45,0,0,82,84
2023_06_02_10_46,0,0,82,83
2023_06_02_10_46,0,0,82,84
2023_06_02_10_47,0,0,82,83
2023_06_02_10_47,0,0,82,84
2023_06_02_10_48,0,0,82,83
2023_06_02_10_48,0,0,82,83
2023_06_02_10_49,0,0,81,83
2023_06_02_10_49,0,0,82,84
2023_06_02_10_50,0,0,81,84
2023_06_02_10_50,0,0,81,83
2023_06_02_10_51,0,0,82,84
2023_06_02_10_51,0,0,81,83
2023_06_02_10_52,0,0,82,84
2023_06_02_10_52,0,0,81,84
2023_06_02_10_53,0,0,82,84
2023_06_02_10_53,0,0,82,84
2023_06_02_10_54,0,0,82,84
2023_06_02_10_54,0,0,82,84
2023_06_02_10_55,0,0,82,84
2023_06_02_10_55,0,0,82,84
2023_06_02_10_56,0,0,82,84
2023_06_02_10_56,0,0,82,84
2023_06_02_10_57,0,0,81,84
2023_06_02_10_57,0,0,82,84
2023_06_02_10_58,0,0,82,84
2023_06_02_10_58,0,0,82,84
2023_06_02_10_59,0,0,82,84
2023_06_02_10_59,0,0,81,85
2023_06_02_11_00,0,0,82,85
2023_06_02_11_00,0,0,82,85
2023_06_02_11_01,0,0,81,85
2023_06_02_11_01,0,0,82,84
2023_06_02_11_02,0,0,81,85
2023_06_02_11_02,0,0,82,85
2023_06_02_11_03,0,0,82,85
2023_06_02_11_03,0,0,82,84
2023_06_02_11_04,0,0,81,85
2023_06_02_11_04,0,0,82,84
2023_06_02_11_05,0,0,81,85
2023_06_02_11_05,0,0,82,85
2023_06_02_11_06,0,0,82,85
2023_06_02_11_06,0,0,82,84
2023_06_02_11_07,0,0,82,85
2023_06_02_11_07,0,0,82,85
2023_06_02_11_08,0,0,82,85
2023_06_02_11_08,0,0,82,85
2023_06_02_11_09,0,0,82,85
2023_06_02_11_09,0,0,81,85
2023_06_02_11_10,0,0,82,85
2023_06_02_11_10,0,0,81,85
2023_06_02_11_11,0,0,82,86
2023_06_02_11_11,0,0,82,85
2023_06_02_11_12,0,0,82,85
2023_06_02_11_12,0,0,82,85
2023_06_02_11_13,0,0,82,85
2023_06_02_11_13,0,0,81,86
2023_06_02_11_14,0,0,82,85
2023_06_02_11_14,0,0,81,85
2023_06_02_11_15,0,0,81,86
2023_06_02_11_15,0,0,82,86
2023_06_02_11_16,0,0,81,86
2023_06_02_11_16,0,0,81,84
2023_06_02_11_17,0,0,81,77
2023_06_02_11_17,0,0,82,85
2023_06_02_11_18,0,0,82,85
2023_06_02_11_18,0,0,82,84
2023_06_02_11_19,0,0,81,77
2023_06_02_11_19,0,0,81,85
2023_06_02_11_20,0,0,82,84
2023_06_02_11_20,0,0,81,84
2023_06_02_11_21,0,0,82,85
2023_06_02_11_21,0,0,81,86
2023_06_02_11_22,0,0,81,85
2023_06_02_11_22,0,0,82,86
2023_06_02_11_23,0,0,81,86
2023_06_02_11_23,0,0,81,86
2023_06_02_11_24,0,0,82,85
2023_06_02_11_24,0,0,82,86
2023_06_02_11_25,0,0,82,86
2023_06_02_11_25,0,0,82,85
2023_06_02_11_26,0,0,81,86
2023_06_02_11_26,0,0,82,86
2023_06_02_11_27,0,0,82,86
2023_06_02_11_27,0,0,82,86
2023_06_02_11_28,0,0,81,86
2023_06_02_11_28,0,0,81,86
2023_06_02_11_29,0,0,82,86
2023_06_02_11_29,0,0,81,86
2023_06_02_11_30,0,0,82,86
2023_06_02_11_30,0,0,82,86
2023_06_02_11_31,0,0,81,86
2023_06_02_11_31,0,0,82,86
2023_06_02_11_32,0,0,82,86
2023_06_02_11_32,0,0,81,86
2023_06_02_11_33,0,0,81,86
2023_06_02_11_33,0,0,81,86
2023_06_02_11_34,0,0,82,83
2023_06_02_11_34,0,0,82,83
2023_06_02_11_35,0,0,82,87
2023_06_02_11_35,0,0,81,86
2023_06_02_11_36,0,0,81,86
2023_06_02_11_36,0,0,81,85
2023_06_02_11_37,0,0,82,86
2023_06_02_11_37,0,0,82,86
2023_06_02_11_38,0,0,81,86
2023_06_02_11_38,0,0,82,86
2023_06_02_11_39,0,0,82,86
2023_06_02_11_39,0,0,82,86
2023_06_02_11_40,0,0,82,86
2023_06_02_11_40,0,0,82,85
2023_06_02_11_41,0,0,82,85
2023_06_02_11_41,0,0,82,86
2023_06_02_11_42,0,0,81,85
2023_06_02_11_42,0,0,81,85
2023_06_02_11_43,0,0,82,79
2023_06_02_11_43,0,0,81,82
2023_06_02_11_44,0,0,82,82
2023_06_02_11_44,0,0,82,81
2023_06_02_11_45,0,0,82,81
2023_06_02_11_45,0,0,82,82
2023_06_02_11_46,0,0,81,82
2023_06_02_11_46,0,0,82,81
2023_06_02_11_47,0,0,81,82
2023_06_02_11_47,0,0,81,78
2023_06_02_11_48,0,0,82,84
2023_06_02_11_48,0,0,82,86
2023_06_02_11_49,0,0,81,85
2023_06_02_11_49,0,0,82,85
2023_06_02_11_50,0,0,82,86
2023_06_02_11_50,0,0,82,81
2023_06_02_11_51,0,0,81,80
2023_06_02_11_51,0,0,81,80
2023_06_02_11_52,0,0,82,80
2023_06_02_11_52,0,0,82,82
2023_06_02_11_53,0,0,82,78
2023_06_02_11_53,0,0,81,81
2023_06_02_11_54,0,0,81,82
2023_06_02_11_54,0,0,82,81
2023_06_02_11_55,0,0,82,80
2023_06_02_11_55,0,0,82,80
2023_06_02_11_56,0,0,82,82
2023_06_02_11_56,0,0,81,86
2023_06_02_11_57,0,0,82,86
2023_06_02_11_57,0,0,82,86
2023_06_02_11_58,0,0,82,85
2023_06_02_11_58,0,0,82,79
2023_06_02_11_59,0,0,82,85
2023_06_02_11_59,0,0,82,84
2023_06_02_12_00,0,0,81,86
2023_06_02_12_00,0,0,82,87
2023_06_02_12_01,0,0,81,85
2023_06_02_12_01,0,0,82,85
2023_06_02_12_02,0,0,82,85
2023_06_02_12_02,0,0,81,85
2023_06_02_12_03,0,0,81,86
2023_06_02_12_03,0,0,81,85
2023_06_02_12_04,0,0,82,85
2023_06_02_12_04,0,0,81,85
2023_06_02_12_05,0,0,82,82
2023_06_02_12_05,0,0,82,87
2023_06_02_12_06,0,0,82,86
2023_06_02_12_06,0,0,82,86
2023_06_02_12_07,0,0,82,86
2023_06_02_12_07,0,0,82,83
2023_06_02_12_08,0,0,82,82
2023_06_02_12_08,0,0,81,83
2023_06_02_12_09,0,0,82,83
2023_06_02_12_09,0,0,82,81
2023_06_02_12_10,0,0,82,82
2023_06_02_12_10,0,0,82,87
2023_06_02_12_11,0,0,82,86
2023_06_02_12_11,0,0,82,87
2023_06_02_12_12,0,0,81,86
2023_06_02_12_12,0,0,82,86
2023_06_02_12_13,0,0,82,86
2023_06_02_12_13,0,0,82,86
2023_06_02_12_14,0,0,82,88
2023_06_02_12_14,0,0,82,87
2023_06_02_12_15,0,0,82,87
2023_06_02_12_15,0,0,82,87
2023_06_02_12_16,0,0,82,87
2023_06_02_12_16,0,0,81,87
2023_06_02_12_17,0,0,82,88
2023_06_02_12_17,0,0,82,88
2023_06_02_12_18,0,0,82,88
2023_06_02_12_18,0,0,82,87
2023_06_02_12_19,0,0,82,88
2023_06_02_12_19,0,0,81,88
2023_06_02_12_20,0,0,82,87
2023_06_02_12_20,0,0,81,88
2023_06_02_12_21,0,0,82,87
2023_06_02_12_21,0,0,82,87
2023_06_02_12_22,0,0,82,88
2023_06_02_12_22,0,0,82,88
2023_06_02_12_23,0,0,82,87
2023_06_02_12_23,0,0,82,87
2023_06_02_12_24,0,0,82,88
2023_06_02_12_24,0,0,82,87
2023_06_02_12_25,0,0,82,88
2023_06_02_12_25,0,0,81,88
2023_06_02_12_26,0,0,82,88
2023_06_02_12_26,0,0,81,88
2023_06_02_12_27,0,0,82,87
2023_06_02_12_27,0,0,82,88
2023_06_02_12_28,0,0,82,87
2023_06_02_12_28,0,0,82,88
2023_06_02_12_29,0,0,81,88
2023_06_02_12_29,0,0,82,88
2023_06_02_12_30,0,0,81,88
2023_06_02_12_30,0,0,82,88
2023_06_02_12_31,0,0,82,87
2023_06_02_12_31,0,0,82,88
2023_06_02_12_32,0,0,82,88
2023_06_02_12_32,0,0,82,88
2023_06_02_12_33,0,0,82,88
2023_06_02_12_33,0,0,82,88
2023_06_02_12_34,0,0,82,88
2023_06_02_12_34,0,0,82,88
2023_06_02_12_35,0,0,82,88
2023_06_02_12_35,0,0,82,88
2023_06_02_12_36,0,0,82,88
2023_06_02_12_36,0,0,82,88
2023_06_02_12_37,0,0,81,88
2023_06_02_12_37,0,0,82,88
2023_06_02_12_38,0,0,82,88
2023_06_02_12_38,0,0,82,88
2023_06_02_12_39,0,0,82,88
2023_06_02_12_39,0,0,82,88
2023_06_02_12_40,0,0,82,88
2023_06_02_12_40,0,0,81,88
2023_06_02_12_41,0,0,82,88
2023_06_02_12_41,0,0,82,88
2023_06_02_12_42,0,0,82,88
2023_06_02_12_42,0,0,82,88
2023_06_02_12_43,0,0,82,88
2023_06_02_12_43,0,0,82,88
2023_06_02_12_44,0,0,82,89
2023_06_02_12_44,0,0,83,88
2023_06_02_12_45,0,0,82,89
2023_06_02_12_45,0,0,81,88
2023_06_02_12_46,0,0,82,89
2023_06_02_12_46,0,0,81,89
2023_06_02_12_47,0,0,82,88
2023_06_02_12_47,0,0,82,89
2023_06_02_12_48,0,0,82,89
2023_06_02_12_48,0,0,82,89
2023_06_02_12_49,0,0,82,88
2023_06_02_12_49,0,0,82,89
2023_06_02_12_50,0,0,82,88
2023_06_02_12_50,0,0,82,89
2023_06_02_12_51,0,0,81,88
2023_06_02_12_51,0,0,82,89
2023_06_02_12_52,0,0,82,89
2023_06_02_12_52,0,0,82,88
2023_06_02_12_53,0,0,82,89
2023_06_02_12_53,0,0,82,89
2023_06_02_12_54,0,0,82,89
2023_06_02_12_54,0,0,82,89
2023_06_02_12_55,0,0,82,89
2023_06_02_12_55,0,0,82,89
2023_06_02_12_56,0,0,82,89
2023_06_02_12_56,0,0,82,89
2023_06_02_12_57,0,0,82,89
2023_06_02_12_57,0,0,82,90
2023_06_02_12_58,0,0,82,89
2023_06_02_12_58,0,0,82,89
2023_06_02_12_59,0,0,82,90
2023_06_02_12_59,0,0,82,89
2023_06_02_13_00,0,0,82,90
2023_06_02_13_00,0,0,82,89
2023_06_02_13_01,0,0,81,89
2023_06_02_13_01,0,0,82,90
2023_06_02_13_02,0,0,82,89
2023_06_02_13_02,0,0,82,89
2023_06_02_13_03,0,0,82,90
2023_06_02_13_03,0,0,82,90
2023_06_02_13_04,0,0,81,90
2023_06_02_13_04,0,0,82,90
2023_06_02_13_05,0,0,82,91
2023_06_02_13_05,0,0,82,91
2023_06_02_13_06,0,0,82,90
2023_06_02_13_06,0,0,82,91
2023_06_02_13_07,0,0,81,91
2023_06_02_13_07,0,0,82,92
2023_06_02_13_08,0,0,82,91
2023_06_02_13_08,0,0,82,91
2023_06_02_13_09,0,0,82,91
2023_06_02_13_09,0,0,82,92
2023_06_02_13_10,0,0,82,92
2023_06_02_13_10,0,0,82,92
2023_06_02_13_11,0,0,82,92
2023_06_02_13_11,0,0,82,92
2023_06_02_13_12,0,0,81,93
2023_06_02_13_12,0,0,81,92
2023_06_02_13_13,0,0,82,93
2023_06_02_13_13,0,0,82,92
2023_06_02_13_14,0,0,82,93
2023_06_02_13_14,0,0,82,93
2023_06_02_13_15,0,0,82,93
2023_06_02_13_15,0,0,82,93
2023_06_02_13_16,0,0,82,93
2023_06_02_13_16,0,0,81,93
2023_06_02_13_17,0,0,81,94
2023_06_02_13_17,0,0,82,94
2023_06_02_13_18,0,0,82,94
2023_06_02_13_18,0,0,82,94
2023_06_02_13_19,0,0,82,94
2023_06_02_13_19,0,0,82,96
2023_06_02_13_20,0,0,82,97
2023_06_02_13_20,0,0,82,98
2023_06_02_13_21,0,0,82,98
2023_06_02_13_21,0,0,82,99
2023_06_02_13_22,0,0,82,99
2023_06_02_13_22,0,0,82,99
2023_06_02_13_23,0,0,83,99
2023_06_02_13_23,0,0,82,99
2023_06_02_13_24,0,0,82,99
2023_06_02_13_24,0,0,82,99
2023_06_02_13_25,0,0,82,100
2023_06_02_13_25,0,0,82,99
2023_06_02_13_26,0,0,82,99
2023_06_02_13_26,0,0,83,99
2023_06_02_13_27,0,0,82,99
2023_06_02_13_27,0,0,82,99
2023_06_02_13_28,0,0,83,100
2023_06_02_13_28,0,0,83,99
2023_06_02_13_29,0,0,82,99
2023_06_02_13_29,0,0,82,100
2023_06_02_13_30,0,0,82,99
2023_06_02_13_30,0,0,83,99
2023_06_02_13_31,0,0,82,99
2023_06_02_13_31,0,0,83,99
2023_06_02_13_32,0,0,82,99
2023_06_02_13_32,0,0,82,99
2023_06_02_13_33,0,0,82,99
2023_06_02_13_33,0,0,82,99
2023_06_02_13_34,0,0,82,99
2023_06_02_13_34,0,0,83,98
2023_06_02_13_35,0,0,82,98
2023_06_02_13_35,0,0,82,98
2023_06_02_13_36,0,0,82,98
2023_06_02_13_36,0,0,82,97
2023_06_02_13_37,0,0,82,97
2023_06_02_13_37,0,0,82,95
2023_06_02_13_38,0,0,83,94
2023_06_02_13_38,0,0,82,94
2023_06_02_13_39,0,0,82,96
2023_06_02_13_39,0,0,83,98
2023_06_02_13_40,0,0,82,98
2023_06_02_13_40,0,0,82,98
2023_06_02_13_41,0,0,83,98
2023_06_02_13_41,0,0,82,97
2023_06_02_13_42,0,0,83,94
2023_06_02_13_42,0,0,82,92
2023_06_02_13_43,0,0,82,92
2023_06_02_13_43,0,0,82,92
2023_06_02_13_44,0,0,83,92
2023_06_02_13_44,0,0,82,90
2023_06_02_13_45,0,0,82,81
2023_06_02_13_45,0,0,82,82
2023_06_02_13_46,0,0,82,81
2023_06_02_13_46,0,0,82,92
2023_06_02_13_47,0,0,83,92
2023_06_02_13_47,0,0,82,92
2023_06_02_13_48,0,0,82,91
2023_06_02_13_48,0,0,83,91
2023_06_02_13_49,0,0,82,91
2023_06_02_13_49,0,0,82,91
2023_06_02_13_50,0,0,82,91
2023_06_02_13_50,0,0,82,91
2023_06_02_13_51,0,0,82,91
2023_06_02_13_51,0,0,82,90
2023_06_02_13_52,0,0,82,91
